cbsa_code,cbsa_name,year,total_employed,area_sq_miles,total_employment_density,log_employment_density,manufacturing_density,professional_density,healthcare_density,manufacturing_share,professional_share,healthcare_share,industry_diversity,employment_density_z
10100,"Aberdeen, SD Micro Area",2022,22673,2875.488159861383,7.884922051319796,2.184355688503392,0.4475761778348069,0.05320835680553648,0.04347087974308537,0.05676355136064923,0.006748114497419838,0.0055131654390684955,0.9667648519940173,-0.5654217072220284
10100,"Aberdeen, SD Micro Area",2023,22300,2875.488159861383,7.755204946166429,2.1696483745062527,0.4190592807233429,0.08068195280316644,0.0448619478948641,0.05403587443946188,0.010403587443946188,0.0057847533632287,0.9727777594562529,-0.566566576758039
10100,"Aberdeen, SD Micro Area",2024,21733,2875.488159861383,7.558021035651794,2.146868976001863,0.4016709288261088,0.06746680536126849,0.042775345667196,0.05314498688630194,0.00892651727787236,0.005659596006073713,0.9682035962448593,-0.568306901226988
10140,"Aberdeen, WA Micro Area",2011,27983,1930.4737481640834,14.495405610468598,2.740543567758581,1.3851522210768337,0.1036015124216031,0.12173177709538366,0.09555801736768753,0.007147196512168102,0.00839795590179752,0.9403780128813997,-0.5070782741318431
10140,"Aberdeen, WA Micro Area",2012,27434,1930.4737481640834,14.211019458871299,2.722020129591906,1.3981024101295338,0.12794786784067985,0.10101147461106304,0.09838157031420865,0.00900342640519064,0.007107968214624189,0.9345728255969437,-0.5095882364150908
10140,"Aberdeen, WA Micro Area",2013,26548,1930.4737481640834,13.752064758843597,2.691383056639445,1.4063905311232623,0.1403800493312722,0.07511109650566225,0.1022675907789664,0.010207925267440108,0.005461805032394154,0.926757657911895,-0.5136389223585469
10140,"Aberdeen, WA Micro Area",2014,26084,1930.4737481640834,13.511709250025477,2.6749558580305006,1.3877422588873736,0.17146050305775315,0.07355707381933821,0.1027066400858764,0.01268977150743751,0.005443950314368962,0.9257905774840752,-0.5157602748165195
10140,"Aberdeen, WA Micro Area",2015,26197,1930.4737481640834,13.570244104543683,2.6789813739819146,1.3110771396953873,0.19166279797996574,0.08857929312047066,0.09661411612016643,0.014123754628392564,0.006527464976905753,0.9280931558348273,-0.5152436523429184
10140,"Aberdeen, WA Micro Area",2016,26525,1930.4737481640834,13.740150584915112,2.690575102781945,1.3939583496326697,0.20616700971899019,0.0637149301392859,0.10145146088595665,0.015004712535344016,0.0046371347785108385,0.9306305359853818,-0.513744075605386
10140,"Aberdeen, WA Micro Area",2017,27104,1930.4737481640834,14.040076963375654,2.7107184357543224,1.4110525991822342,0.19787888872526194,0.08080917968885043,0.1005017709563164,0.014093860684769775,0.005755608028335301,0.933841177668091,-0.5110969569132178
10140,"Aberdeen, WA Micro Area",2018,27388,1930.4737481640834,14.18719111101433,2.720452382524513,1.4110525991822342,0.18078463917569743,0.1170697090364115,0.09945961735066453,0.01274280706878925,0.008251789104717395,0.9375858335977061,-0.509798542908769
10140,"Aberdeen, WA Micro Area",2019,28323,1930.4737481640834,14.671528181585325,2.751845574368818,1.4571552722098478,0.1295018905270039,0.12639384515435578,0.09931857500970942,0.008826748578893479,0.008614906613000035,0.9457434328071217,-0.5055238348307425
